text,score
"Bisa gak ganti ekspedisi nya gak usah pake si cepat lagi pengiriman nya lama sekali nyampe 20hari mengecewakan pelanggan,gak masuk akal masa dari JKT ke Kepri nyampe 20hari sedangkan jnt/JNE selalu cepat paling lama pun 8 hari sudah di rumah memang kacau ekspedisi si cepat kecewa saya,yg tadi nya paket itu mau di pake malah gak nyampe nyampe",1
"Untuk sekarang Toped lagi sakit sampe merah² error mulu ini harus segera diobati,soalnya bikin pusing,malah lari ke olshop lain.",5
aplikasi yg sangat amat membantu... makasih tokopedia,5
"Cukup baik dalam segi dalam tanggung jawab, & jadikan masalah yg saya alami ini bisa di tingkatkan dan jadi pembelajaran pada pengguna lain yg mengalami hal sama, terimakasih untuk sesuatu untuk menghindari dari kerugian yg mungkin sangat dianggap sepele bagi tim terkait,",5
belanja lebih mudah,5
"gunanya TokopediaCare apa? respon slow, servis lelet, mengecewakan pengguna",1
"barang belum diterima sudah masuk tagihan later, kirim paket pake si cepat ekspedisi gembel, kalo barang belum diterima juga saya gak akan bayar later ny titik,orang barang belum diterima sudah masuk tagihan aj gelo ekspedisi si cepat, jadi gmn nih ekspedisi ny min toped",1
ok pelayanannya,5
terpercaya,5
"Semakin aneh, beli lewat platform biar belanja tenang, aman dan nyaman tapi zonk! Barang butuh urgent tp TOKOPEDIA SEBAGAI PLATFORM TIDAK BISA DIANDALKAN",1
mantappp,5
Tidak di rekomendasi buat akun baru. Tidak ada geratis ongkir buat akun baru. Trus klo mau cod ongkirnya mahal.,3
mantap,5
sangat baik responnya cpt,5
Susah banget pilih metode pembayaran selalu ngelag,3
"Pilih pembayaran lewat qris, di app qris udah berhasil transaksi, tapi di app tokped masih belum terbayar, untung cuma 11rb😒",1
Toko yang bagus,5
Apk bagus cocok untuk beli²,3
Online shop yang paling gak gw suka. Terlalu banyak TOKO PENIPU!!!,1
"Saya sangat kecewa dengan layanan pihak Toped, saya ingin mengembalikan barang yang rusak selama 3 minggu dan berakhir gagal karena kurangnya responsif dari pihak toped",1
ok trimakasih,5
"udah berapa kali belanja ditoko pedia tapi tetep aja jarang dapet gratis ongkir atau voucher² lainnya, dan gak bisa milih kurir ekspedisinya",5
"Tetep saya kasih bintang 5 kok Tapi.. Ubur ubur ikan lele, sudah bangkrut kah lee? Pop.up doang diskon 70% sd 30k ampas, notifikasi ga berhenti diskon 35k Mau nyusul bukalapak kah? Wkwk Gitu mau saingi shopee, mimpi leee! Cepet benah gih sebelum tewas. Thanks",5
singkat padat mudah sangat membantu pelanggan,5
eazy,5
"toko pedia smakin ke sini bukanya smakin maju mlah smakin ga jelas. masa saya belanja berkali2 di batalkan secara otomatis trus. giliran blanja lgi sudah bayar pengiriman instan masih ga di kirim juga . di batalkan juga ga di respon sama penjual mlah nungguin batal otomatis lagi kan kurang ajar menurut saya, karena ga cuma sekali begitu trus tpi sampe 4 kli,, tlong lah perbaiki lgi jangan ngerjain orang ga jelas gtu donk kesel saya di kerjain trus🤬🤬🤬🤬",1
baru pertama kali pesan mudah mudahan datang sampai rumah,3
mantap,5
Payment sering tertunda. Pengembalian dana gajelas,1
"Sudah bagus, tingkatkan terus supaya jadi lebih baik lagi",4
bagus dan mudah dioperasikan.,4
Pesanan tdak di proses sudah nunggu 3 hari,1
Barang di kirim terlalu lamaa,1
semoga membantu,5
Tetap menawarkan produk dalam negri,3
Sipp duit saya tidak kembali... Jossss... Semoga orang kantor selamat ya.... 🙂,1
Kalo bisa harus ada nomer kurir yg bisa di hubugi kalo barang suda mau sampe jangan bilang alamat tidak ada alasan alamat sudah benar dan terdapatar di map masi aja bilang tidak ada,1
Best,5
"Respon sangat lambat tidak ada kejelasan tidak ada solusi, barang telah tiba namun belum di terima dengan pembeli, komplain juga ngga jelas respon lambat, kecewa tidak akan pesan di Tokopedia lagi, beda sama apk sebelah langsung di proses",1
"salah pencet metode pembayaran , bisa dibatalkan & diganti dgn alat pembayaran yg lain.",5
Sejak update apk tampilan malah amburadul.diskon dan voucher gratis ongkir jg sdh tdk ada.apkah ini cuma akun saya atau semuanya,1
"Hati"" kalo pesan di tokped pakai instan, Pasti nggak di kirim langsung, Nganterin yg dulu lain",1
pengiriman lambat padahal sudah sampe di tempat sortir malam hari tapi masih belom di kirim ke rumah,2
Sumpah Parah banget ini Tokopedia orang mau cancel dari toko yang ga ngerespon berhari-hari aja malah ikutan cosplay jadi patung,1
Baik,5
mantap,5
Semoga aja dpt belaanja gratis dan voucer gratis juga dan lebih dr mereka merekA selalu murah promony,5
"Tokopedia kacau, setiap mau cek out bayar transaksi barang belanjaan, mesti selalu eror, menyebalkan",1
ok,4
Bagus Sayang waktu kirim lama,4
"Ubur ubur ikan lele, kalau udah bangkrut bilang leee.. diskon 70%? Modal POPUP + Notifikasi doang? Anak SD juga bisa leee Sistem ga jelas, promo abal-abal mimpi mau saingi shopee? bangun lee! Bye bye tokopedia, ditunggu jor-joran promonya, sementara pindah haluan dulu Santai aja tetep saya kasih bintang 5",5
"Saya menyesal akhirnya menggunakan ini aplikasi, Link form klaim asuransi DITIADAKAN skrg menyusahkan pembeli komplain",1
sangat mudah,5
tokopedia makin kesini makin jelek suka nge bug...suka eror bikin pelanggan ga nyaman..tolong dong perbaiki lg systemnya..,1
Gratis ongkir cuma JNE doank... Jasa pengiriman paling gak jelas didunia....,3
"Saya juga punya toko pedia,",2
"Korup banget sih pas pertama beli barang pake transfer tiba tiba dibatalin dan dana yang dibalikin tidak sesuai,korup banget sih...",1
gacorrr kanggg,5
Selalu kecewa dengan pesanan kalau kurir JNE pasti terlambat apalagi Sabtu Minggu pesanan ga dikirim,1
"Aplikasi e-commerce yang jadi andalan aq udh lama bgt pakai tokopedia..,dan aq suka bgt.bagus",5
Terjaga Terpercaya Terlengkap,5
bagus,5
cepat dan banyakin diskon promo alat selam freediving dong tokped,5
Rumit dan Terlalu Lama Masalah PemBatalan Pesanan,1
Apaan asuransi pengiriman wajib?? Trus Kalo ga ada asuransi barang hilang dlm pengiriman Tokopedia ga mau tanggung jwb!!! Gak jelas tokopedia gak mau tanggung jawab,1
good,5
"Barang yg gw pesen udah 10 hari gk nyampe, gak rekomended buat di instal",1
"Dari dulu suka banget make Tokopedia, sempet beralih ke ""toko sebelah"" Tapi lebih nyaman di Tokopedia🍀🤩 Luv✨",5
"Gimana kurir rekomendasi kok telat terus. Dan slalu jne. Komplain sampe ajuin banding berkali kali masih di pake tu kurir. Udah berkali2 loh. Coba di MP sebelah kalot telat dr jadwal dpt reward. La ini telat trus g dapt apa2. Kesel tiap dpt kurir jne, telat trus. Mending make shoper drpda tokepedia. Lelet. Ini pesanan macet udah di komplain g ada jawaban dr pihak tokped. G jelas. Sorry terang2an aja mending shopee",1
Admin menghilangkan barang jualan saya dan tidak ganti rugi,1
nyaman berbelanja atau pembayaran online via tokped😍 byk promo jg 🥳,5
sangat membantu ada limit,5
Makin lama makin ngak karuan aplikasinya . Tiba² kena pelanggaran karena make kupon banyak . Lapor CS lama banget. Slow respon . Bye² Tokopedia. Belanja ke shoope aja,1
"pokok nya kalau kalian mau download dan pesen barang di tokopedia mending jangan dehh,lebih baik kalian pesen barang di shoppy aja karna pengiriman nya lebih cepat dan aman. pengalaman saya pesen paket non cod di tokopedia udah 2 minggu lebih barang ngak sampai sampai kemungkinan besar barang saya di curi sama kurir nya dan di saat saya ajukan komplain ngak bisa katanya nunggu tanggal 1 februari sedangkan sya ajukan komplain tgl 5 februari..",1
"puas banget belanja di sini selain banyak promo juga pengirimannya cepat langsung diproses..tapi kemarin ada kendala pas mau belanja lagi itu dibatalkan secara otomatis,, lumayan agak kecewa dari situ,.mohon diperbaiki lagi ya sistemnya",5
amazing,5
"Refan uang belanja an saya sudah 4 hari belum di kembalikan ..... Keterlaluan Sebagai pembeli jujur aja kurang nyaman , dengan proses system yg lemod dan penguluran waktu Saya juga merasa di permainkan , merasa rugi waktu , Chat customer servis yg jaga ( personilnya ga ada ). Cuman sytem doang ..bolak balik.... Bolak balik ga ada solusi Kopet",1
"banyak diskon menarik, mudah di akses, top",5
"Saya sudah lama menggunakan tokped, baru kali ini telat bayar cuma lewat sehari doang, sampe ditolak 2 kali pinjaman saya, sekali ditolak harus 3 bulan nunggu nya jadi total 6 bulan. Kecewa bgt",3
"Setiap dapat voucher diskon tapi setelah di payment malah di batalkan sistem Dan itu terjadi berulang kali+ kurir rekomendasi nya lelet terutama si cepat , Jadi ga recommended !!!",1
mantap apk nya,5
bagusss,5
saran di tambahin game atau flas sale berhadia iPhone gratis kaya di Tik Tok gitu pasti seru,5
keren,5
layanan yg menyenangkan,5
bagus,5
ok,5
Lebih bagus dari yg lain,5
cakep,5
Oke,5
sangat puas,4
"Jujur saya sekarang sudah betah di toko pedia, kalo bisa banyakin bonus gratis ongkir nya biar pada pindah semua ke toko pedia, Oke thax",5
terbaik,5
Login susah,1
"Respon Tokopedia Carenya Buruk Banget Lama Banget Jawabnya. Saran Kalau Mau Beli Barang Mending Di Shopee Aja, Kalau Ada Kendala Respon Tokopedia Care nya Buruk Banget Lama Banget Jawabnya.",1
"Sering error g bisa login, makin buruk aja ini. Parah 👎👎 Jadi bahaya gini, logout sendiri. Rawan hacking. Makin buruk pelayanannya. Tokopedia tidak ada perlindungan konsumen, pembeli sering dirugikan meskipun kesalahan penjual",1
Saldo dana saya tersedot di Tokopedia,5
"Gak beres ini aplikasi, katanya ada promo pengguna baru. Nyatanya sama aja gk ada promo harga produk 151.000 di bayar sampe 213.000",1
Mudah dan membantu,5
makin ke sini makin berat aja tokped apknya knpa sih...padahal udah jadi tempat langganan gua dari dulu coba dong di perbaiki lagi apknya mana sahamnya nyungseb sampe sekarang goto gda perubahan...ampun deh tokped😩😩,3
semoga amanah dan bermanfaat,5
aplikasi nya makin membengkak,1
pengiriman lama harga produk mahal2 tdk bayak vocer dan diskon beda dengan sopeee,1
"Pdhl awalnya diskonnya ada, baru aja buat akun, tinggal check out tiba-tiba voucher hilang mendadak. Kureng totalitas nipu nya. Haha",1
"kalah saing sama sebelah udah sepi voucher udh ga menarik, serba ga ada",1
Aplikasi yang bagus dan lengkap.,5
Ga bisa di buka aplikasi ny..!ntar kalo dah bner saya tambahin bintang ny,5
terimakasih tokped,4
"Kapan ditokopedia ada paket berlangganan plus+gojek plus unlimited & qris unlimitedny spya bsa digunakan transaksi ditokopedia & apk gojek sama msih blm ada ftur obroln lngsng digital, di apk tokopedia sosmed msih blm apa jga psan langsng digital ai di whtasapp & telegram obroln lngsung digital ainya kalo bsa diperbarui lgi apk tokopedianya biar lbih kelihatan menarik gitu dipandangnya adkn hapus riwayat transaksi dan hapus pesan sma blm ada jga fitur pesan terbacanya ditokopedianya lbih diper",5
Pengiriman di semua toko lama gak kaya toko oren cepet,1
Bagus,5
enak gunain nya cepat,5
"Akunku kena pembatalan pembelian, keterangannya sih ada penyalahgunaan akun dengan alasan kesamaan identitas. Padahal akunku sudah verifikasi KTP, bahkan bisa buat gopay later. Setelah tanya sana sini ternyata tokped emang sering gitu. Katanya orang-orang sih EMANG GA NIAT NGASIH VOCER🤣🤣 jadi ta saranin buat kalian yang cari vocer diskon main app oren aja, daripada pusing mikir susah"" war di tokped malah kena pembatalan karena alesan yang ga jelas",1
👍👍👍👍,5
"PENIPUU yang nawarin promo siapa yang salah siapa, disini aku pengguna baru dan first time download dan coba aplikasi tokope(nipu)dia SUMPAHHH YAAA pihak kalian yang nawarin potongan 35 ribu sama gratis ongkir, tapi aku co barang dibatalin sama pihak Tokopedia nya, dan voucher nya ga dikembalikan alias aku sebagai pengguna baru ga ada keuntungan apa apa, masih trusted'an lazada sama shopee, jauh banget sama ni apk wkwk lawak 🥱😮‍💨",1
Sering minta di update. Males jadinya belanja di tokped!,3
sangat membantu perekonomian,5
"Belanja di tokped mah nympenya lama, jasa ekspedisi nya pada lelet kayak keong. Padahal sama² pake kurir yg sama dengan shopee, misalnya lu pake jne di tokped sama di shopee itu lebih cepet yg di shopee, absurd bgt Ini tokped lelet nya.. Apalagi lu pake jasa ID EXPRESS jasa ekspedisi paling lelet sepanjang sejarah dunia. Jadi lebih enak belanja di shopee, sayangnya pada beberapa moment dan situasi produk² di shopee yg kita cari itu cuma ada di tokped.. Mau gamau jadi lari ke tokped.. 🤮🤮🤮😣😣",1
Sering banget ya sudah check out dan transfer tapi tiba2 di batalkan sistem. Saldo kembali sih tapi di gunakan buat check out lagi di batalkan sistem lagi. Maaf sepantasnya memang bintang 1👎,1
Rumah tokped gagal/eror trus,4
"sangat memudahkan,semoga selalu amanah👍",5
bagus,5
"singkat,padat,jelas... laki'' enak gunainnya",5
aku suka tokped 💚,5
media pembayaran opsional keren,5
"Min, saya ingin top up tapi saya sudah tf ke bca PT Tokopedia, yang jadi pertanyaan apakah saldo saya bisa di refund (saya sedang tidak memesan produk)",4
sangat efektif untuk berbelanja,5
Keren,5
mantap memudahkan transaksi,5
"Nyesal belanja dsni ,,, sistem pengembalian dana terllu lama masa hrus mnunggu nyampek liat dong shopee cepat stlh terkonfirmasi pengiriman retur langsung cpt pengemblian udh gtu ongkirnya msih d tnggung pihak shopee,,kalah dsni ngak ,, ngk d tnggung smua manual 🤬",1
Erornya sampe kapan ini min,3
"Setelah update,bug makin parah.l,sering eror dalam chat maupun memasukan pesanan kedalam keranjang. Tlong diperbaiki.",5
banyak bag nya sekarang.. banyak kode eror nya. tolong lah perbaiki,3
baru kali ini Tokopedia nge bug kena hack kah sistem nya lemot parah toko saya juga kadang muncul kadang hilang tolong perbaiki sistem nya,5
server drop,1
"Makin update makin parah, Toko bs tiba2 hilang... Transaksi pun bs tiba2 hilang, Makin bahaya jualan dsni!!!",1
"Aplikasi sampah, penjual nya anak SD kga bisa baca tulis kali pesen apa yg dateng apa",1
Toko tiba-tiba ngilang padahal udah mau rekber jadi ke cancel anjir udh hapus cache dll pake vpn ttp ga bisa,1
Kenapa ga bisa dibuka .. ada apa,3
"Tokopedia sekarang tidak sebagus yang dulu, mudah digunakan simpel, sekarang ribet banyak fitur yang dihapus, penjual kirimkan pesanan suka², malah kadang tidak respon terhadap pembeli, aplikasi selalu ada masalah di rumah toped atau jaringan anda bermasalah, kalau begini terus pindah ke toko sebelah saja, toko online pertama saya saja",4
Ada apa dengan tokopedia hari ini... Gak bisa di akses 🥲,2
Ini aplikasi liat chat aja susah bener!!!!!!!!!!!!!!,1
rekomendasi kurir sangat buruk,1
Sering Eror gak bisa cek pesanan. Kadang gak bisa chat penjual juga.,3
"Terjadi bug, koneksi internet mu terganggu",5
"min duh kenapa toko saya tiba tiba jadi hilang, kan saya ada transaksi yg belum beres dulu juga pernah kaya gini, tiba2 ada lagi kalo hilang gini solusi nya bagaimana, bikin gak nyaman jualan nya kalo bisa adain call center dong jangan cuma komplen di chat doang",1
Masa internet terganggu padahal jaringan lancar,2
Toko saya kenapa ilang woi 😭,2
mohon buat admin tokopedia tolong bug nya benerin dong,5
keren,5
Server error mulu.,1
Njir gak ada kabar apa2 akun toko langsung ilang.... Ini kenapaa woy.,1
Server down wak,1
"Tolong diperbaiki , keseringan ada kendal di rumah tokped terus lagi urgent mau beli apa gak bisa , mau proses orderan gak bisa , tolong diperbaiki",1
Bug tidak bisa membuka ruang chat,1
Lambat plus banyak bug sekarang,2
Habis update malah banyak bug,4
"kenapa fitur keranjang sering mengalami gangguan, harus di refresh beberapa kali baru bisa normal, itupun hanya sebentar",3
aplikasi kagak jelas bug truss stiap mau chat penjual selalu eror tolong dibetulin,1
murah barangnya bagus2,5
PENARIKAN SALDO TOKOPEDIA KE REKENING SAYA BELUM MASUK. KEMBALIKAN UANG SAYA.,1
Keren,5
Sangat baik,4
☝️👍👍,4
"jadi bikin mudah, berbelanja on-line 👍",5
Tokopedia sekarang agak lain Cashback coin sudah tidak ada Langsung discount barang Dan menu flash sale tidak ada kategory yg mau di lihat Trus pengguna yg lama berasa ke hapus sistem dengan model baru,5
"Diskonnya berubah lagi langganan Plus atau tidak, seperti tidak ada bedanya. Untuk dapat bebas ongkir yg seharusnya minimal belanja 0 rupiah, sekarang minimal belanja harus 20ribu baru dapat gratis ongkir. Padahal yg saya harapkan dari Langganan Plus adalah bebas ongkir dengan minimal belanja 0 rupiah.",4
"Ribet, suruh verifikasi data diri tapi ga bisa, ngehubungi tokopedia care malah ga ngasih solusi",1
OK,5
"Layanan customer care kurang bisa diandalkan, chat boot dan regulasi seller dan buyer yang tidak win win solution. Jasa kirim instan sameday malah dikirim besoknya oleh seller, complain dengan berbagai kanal email dan chat customer care terkait keluhan namun disayangkan mereka diam dan tak merespon.",1
"Paket saya hilang, dan gx ada yg mau bertanggung jawab,😡",1
Kurir yg ngantarnya marah marah Yg si cepat nama,1
"maaf tokped ,sebenarnya tokped bagus cuman lemot aja , salah satunya buat memberi penilaisn toko dan kurirnya lemot gk bisa terkirim ,kan kasian toko dan kurir layak kasih rating bintang lima tapi gagal karena lemot ,dan tokped ini juga layak bintang 5 sebenarnya cuman perbaiki lemotnya aja .",3
⭐⭐⭐⭐⭐. Hnya lambat dalam proses pengiriman ! Nya...,5
terimakasih apapun bisa terlaksaa,5
"Pelayanan selernya lama,pengirimannya semua super lelet",1
"Itu masalahnya iya dari dulu toko ini gak pernah berkembang karena persoalan lama pengiriman, gak pernah di perbaiki layanan pengiriman yang selalu lelet dan lambat tidak seperti toko sebelah dalam 1-2 kerja sudah sampai padahal masih dalam zona 1 Jabodetabek. Tolong perbaiki sistem kurirnya thanks 🙏",1
Yah apknya bagus banyak promo cuman tws gw kok udah 2 Minggu gak yampe² ya,3
